Date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
7/22/94,5.472322779,6.087140947,6.435682593,6.67331115,6.854080961,7.000037488,7.121714875,7.224918361,7.313251574,7.389173235,7.454487402,7.510592288,7.558616582,7.599499198,7.63403867,7.66292533,7.686763243,7.706085782,7.721367098,7.733030854,7.741457062,7.746987577,7.749930608,7.750564487,7.749140872,7.745887499,7.741010579,7.734696898,7.727115673,7.718420204
7/25/94,5.47924255,6.079098978,6.424894403,6.659679563,6.836828133,6.978978049,7.09709304,7.197191929,7.282962124,7.356877523,7.420722468,7.475858383,7.523369599,7.564148278,7.598946636,7.628410664,7.653102876,7.673518246,7.690095808,7.703227347,7.71326412,7.720522179,7.72528668,7.727815453,7.728341994,7.727078017,7.724215656,7.719929386,7.714377707,7.70770464
7/26/94,5.484670326,6.083348829,6.425827067,6.661119703,6.841047022,6.986778285,7.108469045,7.211748953,7.30013737,7.376053242,7.441283828,7.497222843,7.54500114,7.585563349,7.619715482,7.648156066,7.671497464,7.690281092,7.70498868,7.7160509,7.723854157,7.72874607,7.731039997,7.731018832,7.728938244,7.725029471,7.719501755,7.712544482,7.704329084,7.695010724
7/27/94,5.520030679,6.137129106,6.48909635,6.726903938,6.905825626,7.049041623,7.167724388,7.268004975,7.353646997,7.427182689,7.490443665,7.544830753,7.591461636,7.631256928,7.664993227,7.69333745,7.716870055,7.73610139,7.751483608,7.763419649,7.772270201,7.778359233,7.781978493,7.783391237,7.782835369,7.780526117,7.776658353,7.771408611,7.764936861,7.757388087
7/28/94,5.519318258,6.138576663,6.489436492,6.726765521,6.905840767,7.04951014,7.168727537,7.269509276,7.355564127,7.42940137,7.492846477,7.547303011,7.59389598,7.633555555,7.667068769,7.695113088,7.718279195,7.737087084,7.751997864,7.763422674,7.771729643,7.777249437,7.780279792,7.781089289,7.779920534,7.77699289,7.772504845,7.76663607,7.759549249,7.751391687
7/29/94,5.388086489,5.9388697,6.256974354,6.485590606,6.666909541,6.817143136,6.944150685,7.052502071,7.145234574,7.224567484,7.292232348,7.349642158,7.397985779,7.438284686,7.471429345,7.498203907,7.519303859,7.53534919,7.546894611,7.554437718,7.558425707,7.559260996,7.557306023,7.552887392,7.546299499,7.537807719,7.527651235,7.516045566,7.50318482,7.489243726
8/1/94,5.381480222,5.960886964,6.287505697,6.514157934,6.689739788,6.833414784,6.954274829,7.057389766,7.145971702,7.222263124,7.287946337,7.344351302,7.392569922,7.433523341,7.468003976,7.496703214,7.520230529,7.539127258,7.553876906,7.564913115,7.572626008,7.577367356,7.57945489,7.579175942,7.576790582,7.572534334,7.56662057,7.559242616,7.550575633,7.540778293
8/2/94,5.32306597,5.908644616,6.24957445,6.483122584,6.660727565,6.804259106,6.924316692,7.026717215,7.115021701,7.191617765,7.258227202,7.316164246,7.366476696,7.410027985,7.447547575,7.479663411,7.50692376,7.529812475,7.548760059,7.564151945,7.576334865,7.585621894,7.592296521,7.596616007,7.598814213,7.599103995,7.59767928,7.594716875,7.590378051,7.584809954
8/3/94,5.327934017,5.90116324,6.235657781,6.468471623,6.648099937,6.794573191,6.917564325,7.022459475,7.112638758,7.190434367,7.257576225,7.3154186,7.365064495,7.4074386,7.443332606,7.473434848,7.498350608,7.518616608,7.534711753,7.547065355,7.556063622,7.562054906,7.565354031,7.566245937,7.564988794,7.561816693,7.556941993,7.550557393,7.542837772,7.533941823
8/4/94,5.328643504,5.908398607,6.247151068,6.484118512,6.667672036,6.817635231,6.943590528,7.050909913,7.142996953,7.222223801,7.290366409,7.348826012,7.398751001,7.441108668,7.476730011,7.506339215,7.530574,7.55000026,7.565123008,7.576394824,7.584222574,7.588972881,7.590976675,7.590533043,7.587912532,7.583360015,7.577097204,7.569324872,7.560224823,7.54996166
8/5/94,5.545707245,6.145516769,6.472313472,6.689680744,6.853114429,6.984738268,7.094871569,7.189044443,7.270583454,7.341685286,7.40391215,7.458441745,7.506203121,7.547955317,7.58433537,7.615889041,7.643091305,7.666360556,7.686068777,7.70254907,7.716101383,7.726996985,7.735482035,7.741780506,7.746096602,7.748616809,7.749511645,7.748937175,7.747036342,7.743940136
8/8/94,5.571480348,6.155224937,6.47827846,6.696269842,6.861559415,6.995036926,7.106539361,7.201426276,7.282990257,7.353455953,7.414441377,7.467191296,7.512704684,7.551809007,7.585205996,7.613501288,7.637224492,7.656843315,7.672773889,7.685388547,7.695021881,7.70197555,7.706522213,7.708908788,7.709359203,7.708076762,7.705246179,7.701035373,7.695597042,7.689070064
8/9/94,5.598394243,6.185035806,6.510964346,6.732928268,6.902299807,7.039386991,7.153795587,7.250828466,7.333800585,7.404993226,7.466094325,7.518421755,7.563045841,7.600861235,7.632631615,7.659018947,7.680603558,7.697898475,7.711360069,7.721396211,7.728372702,7.732618477,7.734429903,7.734074387,7.73179346,7.727805434,7.722307726,7.715478898,7.707480466,7.698458509
8/10/94,5.57846317,6.165423222,6.493567398,6.717457771,6.888556503,7.027345134,7.143511821,7.242384666,7.327276602,7.400455031,7.463589524,7.51797864,7.564674155,7.60455373,7.638365939,7.666759626,7.690303926,7.709502497,7.724804016,7.736610184,7.74528199,7.751144772,7.754492363,7.755590566,7.754680117,7.751979234,7.747685831,7.741979477,7.735023116,7.726964611
8/11/94,5.590689425,6.195136656,6.532613581,6.761609632,6.935877793,7.076970553,7.195067752,7.295728016,7.382373242,7.4573203,7.522257842,7.578487625,7.62705635,7.668832514,7.704553789,7.734857716,7.760302494,7.781381634,7.798534668,7.81215524,7.822597393,7.830180582,7.835193773,7.837898839,7.838533439,7.837313487,7.834435285,7.830077399,7.824402314,7.817557902
8/12/94,5.59927979,6.197782028,6.52759093,6.758099728,6.938035462,7.085757596,7.209980082,7.31565007,7.405975979,7.483249685,7.549225144,7.605311366,7.652679344,7.692325675,7.725112845,7.751796201,7.773042908,7.789445877,7.801534387,7.80978245,7.814615591,7.816416453,7.815529537,7.812265252,7.806903426,7.799696386,7.790871668,7.780634423,7.769169569,7.756643708
8/15/94,5.598344618,6.1870873,6.510054088,6.726695985,6.890866114,7.023980564,7.136019393,7.232331476,7.31613692,7.389564917,7.454132334,7.510985083,7.561029269,7.605007062,7.643542991,7.67717355,7.706366934,7.731536693,7.753051516,7.771242459,7.786408442,7.798820536,7.808725391,7.81634803,7.821894175,7.825552205,7.827494839,7.82788059,7.82685504,7.82455197
8/16/94,5.590754752,6.139912207,6.433958742,6.633407785,6.787131385,6.913582905,7.02121401,7.114557033,7.196364152,7.268477204,7.332225863,7.38862805,7.438498857,7.48251363,7.521246552,7.555195373,7.584797967,7.610443834,7.632482386,7.651229105,7.66697026,7.679966613,7.690456399,7.698657783,7.704770908,7.708979646,7.711453101,7.712346922,7.711804466,7.709957824
8/17/94,5.530103891,6.086225589,6.390694936,6.595474302,6.751544358,6.879050286,6.987312231,7.08128129,7.163907221,7.237118726,7.302274826,7.360392111,7.41226791,7.458551307,7.499786266,7.536439039,7.568916306,7.597577603,7.62274414,7.644705235,7.663723147,7.680036806,7.693864745,7.705407471,7.714849411,7.722360533,7.728097732,7.732206012,7.734819523,7.736062469
8/18/94,5.576916415,6.161170719,6.491712065,6.712228024,6.876998182,7.009057207,7.119425653,7.214011495,7.296319108,7.368614228,7.432470435,7.489046447,7.539236821,7.583758834,7.623205182,7.658077401,7.688807906,7.715775047,7.739313724,7.759723098,7.777272342,7.792205042,7.804742631,7.815087148,7.823423471,7.829921171,7.834736077,7.838011601,7.83987989,7.840462823
8/19/94,5.577891304,6.161959465,6.485499768,6.69922429,6.859775009,6.989708233,7.099350061,7.194127944,7.277243475,7.350768553,7.416147389,7.474448581,7.526501529,7.572974959,7.614424526,7.651322987,7.684080103,7.713056225,7.738571881,7.760914737,7.780344792,7.797098351,7.811391138,7.823420786,7.833368864,7.841402563,7.847676112,7.852331991,7.855501981,7.857308078
8/22/94,5.589819464,6.186914322,6.519408725,6.738679034,6.902385368,7.034211262,7.145151993,7.24098662,7.325099187,7.399656186,7.466149314,7.525668422,7.579049148,7.626957761,7.669942471,7.708465842,7.742926079,7.773671488,7.801010601,7.825219482,7.84654713,7.865219569,7.881443025,7.895406435,7.907283476,7.917234223,7.925406543,7.93193726,7.93695317,7.940571909
8/23/94,5.5741201,6.165206469,6.495721084,6.714952399,6.879450991,7.012413177,7.124613705,7.221724951,7.30707655,7.382806628,7.45039244,7.510917241,7.565214667,7.613951736,7.657679063,7.696862609,7.731904541,7.763157421,7.790934158,7.815515194,7.837153829,7.856080264,7.872504745,7.886620054,7.898603523,7.908618698,7.916816717,7.923337494,7.928310728,7.931856778
8/24/94,5.51760756,6.088371424,6.411596863,6.629717026,6.795536246,6.93065931,7.045173411,7.144439772,7.231645851,7.308869736,7.377571054,7.438838138,7.493521966,7.542313339,7.585789737,7.624445067,7.658709331,7.688962097,7.715542025,7.738753826,7.758873466,7.776152176,7.790819606,7.803086356,7.813146062,7.821177122,7.827344173,7.831799342,7.834683352,7.836126476
8/25/94,5.543993871,6.135801677,6.467519932,6.690360258,6.860555535,6.999812971,7.11801311,7.22040522,7.310144179,7.389318146,7.459417925,7.521572842,7.576678738,7.625471924,7.668574282,7.706522058,7.739785041,7.768779809,7.793879204,7.815419321,7.833704817,7.849013047,7.861597361,7.871689803,7.879503339,7.885233748,7.889061239,7.891151855,7.891658699,7.890723029
8/26/94,5.520290558,6.106106372,6.429990397,6.646685966,6.811902643,6.947122983,7.062100012,7.161984749,7.249848436,7.327705676,7.396981683,7.4587469,7.513844119,7.56296179,7.606678577,7.645491715,7.679835791,7.710095647,7.736615547,7.759705887,7.77964825,7.796699306,7.811093908,7.823047586,7.832758605,7.840409693,7.846169507,7.8501939,7.852627027,7.85360232
8/29/94,5.514629191,6.098894796,6.424796827,6.64251662,6.808138935,6.943570891,7.058771533,7.158981631,7.247307875,7.325774241,7.395802346,7.458452546,7.514554444,7.564782055,7.609699405,7.649789477,7.68547332,7.717123131,7.7450715,7.769618144,7.791034949,7.809569845,7.825449843,7.838883488,7.850062854,7.859165218,7.866354469,7.871782319,7.87558936,7.877905983
8/30/94,5.493833853,6.070463987,6.394592419,6.610838401,6.775064754,6.909247041,7.023377655,7.122704079,7.210327391,7.288260556,7.357911967,7.420328094,7.47632477,7.526562757,7.571593547,7.611888395,7.647857464,7.679862901,7.708228056,7.733244179,7.755175425,7.774262677,7.790726548,7.804769779,7.816579197,7.826327346,7.834173855,7.840266617,7.844742803,7.847729757
8/31/94,5.495614496,6.055186481,6.371039288,6.584908558,6.749163665,6.884335158,6.9998002,7.100519782,7.189453852,7.268545328,7.339169964,7.402362272,7.458937904,7.509564201,7.55480306,7.595138193,7.630993167,7.662743798,7.690726931,7.715246877,7.736580246,7.754979679,7.770676803,7.783884612,7.794799434,7.80360257,7.810461703,7.815532095,7.81895765,7.820871838
9/1/94,5.497531581,6.045740878,6.367286253,6.586303677,6.752799947,6.888365791,7.003334675,7.103225541,7.191300093,7.269661469,7.339767811,7.40269206,7.459262801,7.510145304,7.555890574,7.596966365,7.633777576,7.666680118,7.695990658,7.721993656,7.744946576,7.765083865,7.78262003,7.797752096,7.810661589,7.821516171,7.830471012,7.837669957,7.843246523,7.847324777
9/2/94,5.499971205,6.058984388,6.381106219,6.598911919,6.765456359,6.902239562,7.019148014,7.121381357,7.21200628,7.293007401,7.365768864,7.431316106,7.490446617,7.543805129,7.591929138,7.635277711,7.674250436,7.709200337,7.740442945,7.768262874,7.7929187,7.814646689,7.833663695,7.850169478,7.864348585,7.8763719,7.886397956,7.894574047,7.901037193,7.905914981
9/6/94,5.547685057,6.111882497,6.437581668,6.659272414,6.828476825,6.966855423,7.08464977,7.187308137,7.278050967,7.358959067,7.431479311,7.496679846,7.555388361,7.608271614,7.655883584,7.698695926,7.737118007,7.77151054,7.802195164,7.829461376,7.85357167,7.874765459,7.893262125,7.909263442,7.922955548,7.934510571,7.944087991,7.951835802,7.957891512,7.96238302
9/7/94,5.54240025,6.119360952,6.452799158,6.679784733,6.852818182,6.994058261,7.114022837,7.218324548,7.310289822,7.3920734,7.465177266,7.530712815,7.589542992,7.642364104,7.68975539,7.732210411,7.770157722,7.803974967,7.833998803,7.860532086,7.883849232,7.904200297,7.921814172,7.936901132,7.949654904,7.960254383,7.96886508,7.975640347,7.980722445,7.984243472
9/8/94,5.536341521,6.115054426,6.451288852,6.680355008,6.85461642,6.996489621,7.116719491,7.221064736,7.312940156,7.394554329,7.467442926,7.532739027,7.591319852,7.643891257,7.691038912,7.733260702,7.770988051,7.804600447,7.834435658,7.860797133,7.883959494,7.904172731,7.92166547,7.936647572,7.949312255,7.95983783,7.968389177,7.975118991,7.980168857,7.983670197
9/9/94,5.644714608,6.242604933,6.585784172,6.819129236,6.997440307,7.143115978,7.266619407,7.373542592,7.467241268,7.549928161,7.623176202,7.688171903,7.745852834,7.796987019,7.842221291,7.882112128,7.917146149,7.947754241,7.974321638,7.997195334,8.016689693,8.033090813,8.046659986,8.057636521,8.06624007,8.072672597,8.077120055,8.079753836,8.080732042,8.08020061
9/12/94,5.657982684,6.256665972,6.603618308,6.837995976,7.015192025,7.158754171,7.279858137,7.384467001,7.476118771,7.557109363,7.629042204,7.693105639,7.750223343,7.801140956,7.846478646,7.886764441,7.922456233,7.953956816,7.981624511,8.005780885,8.026716525,8.044695464,8.059958645,8.072726704,8.083202237,8.09157169,8.098006945,8.102666685,8.105697571,8.107235276
9/13/94,5.645228984,6.241484646,6.585966804,6.819755029,6.997369034,7.141761108,7.263810333,7.369336927,7.461810385,7.543495285,7.615983192,7.680461169,7.737857438,7.788925366,7.834294483,7.874502895,7.910018731,7.941254847,7.968579236,7.992322639,8.012784251,8.030236117,8.044926593,8.057083142,8.066914616,8.074613172,8.080355889,8.084306164,8.086614917,8.087421659
9/14/94,5.627386066,6.217741764,6.560389881,6.792713252,6.969122534,7.112542326,7.233804787,7.338691573,7.430644649,7.511908775,7.584060588,7.648275379,7.705471749,7.756394983,7.801667689,7.841821964,7.877320665,7.908571985,7.93593978,7.959751101,7.980301844,7.997861101,8.012674584,8.024967383,8.034946224,8.042801359,8.048708162,8.052828503,8.055311942,8.056296774
9/15/94,5.597932909,6.182682416,6.518400113,6.747891693,6.923517757,7.067092579,7.188977851,7.294738806,7.387703954,7.470052042,7.543318527,7.608651828,7.66695248,7.718953403,7.765268677,7.806424532,7.842879856,7.875040258,7.903268032,7.927889439,7.94920017,7.967469562,7.982943917,7.995849182,8.006393145,8.014767278,8.021148291,8.025699478,8.028571886,8.02990534
9/16/94,5.704330343,6.306268245,6.651306745,6.888393031,7.070482489,7.219326503,7.345257453,7.45388348,7.54861657,7.631735999,7.704882089,7.769306068,7.826006113,7.875806214,7.919404414,7.957403749,7.990332957,8.018660872,8.042806793,8.063148188,8.080026597,8.09375226,8.104607848,8.112851526,8.118719508,8.122428237,8.124176256,8.124145837,8.122504426,8.119405908
9/19/94,5.690679236,6.287704755,6.632179915,6.868136136,7.048389032,7.195034907,7.318653723,7.424993253,7.517539794,7.598610782,7.669864665,7.732559416,7.787693351,7.836086713,7.878431522,7.915323507,7.947283422,7.974771843,7.998199781,8.017936558,8.034315805,8.047640161,8.058185044,8.066201726,8.071919904,8.075549875,8.077284404,8.077300342,8.075760054,8.072812676
9/20/94,5.746901999,6.334181554,6.675364144,6.910592652,7.091013457,7.23801188,7.361865148,7.468197566,7.560454153,7.640950141,7.711360571,7.772968745,7.826801821,7.873709597,7.914412858,7.949534494,7.979620426,8.005154226,8.026567712,8.044248865,8.058547933,8.069782254,8.078240156,8.084184181,8.087853789,8.08946767,8.089225736,8.087310861,8.083890423,8.079117661
9/21/94,5.784188257,6.396740733,6.744499904,6.966044646,7.127686115,7.260026681,7.376415313,7.482144953,7.578952441,7.667160305,7.746652312,7.817284682,7.879033178,7.932023232,7.976513408,8.01286445,8.041507696,8.062917975,8.077592203,8.086033326,8.088738716,8.086192088,8.078858072,8.067178781,8.051571819,8.032429348,8.010117894,7.984978682,7.957328326,7.927459764
9/22/94,5.806288094,6.396249325,6.736272396,6.956546447,7.119368676,7.253486933,7.371447061,7.478240297,7.575532912,7.663677021,7.742624017,7.812307315,7.87277717,7.924226147,7.966971391,8.001423927,8.028057892,8.047384354,8.059930815,8.066225943,8.066788666,8.062120666,8.052701462,8.038985394,8.021400001,8.0003454,7.976194358,7.949292866,7.919961033,7.888494196
9/23/94,5.833026213,6.416732702,6.755124287,6.974388407,7.13582609,7.268204244,7.384328781,7.489428695,7.585322609,7.67243547,7.750735004,7.820136469,7.880653758,7.932435499,7.975753654,8.010976273,8.038538367,8.058916331,8.072607455,8.080114394,8.081933865,8.078548712,8.070422569,8.057996463,8.041686854,8.021884703,7.998955291,7.973238557,7.9450498,7.914680612
9/26/94,5.848148771,6.423355784,6.761851882,6.981889367,7.142822166,7.273510168,7.387335233,7.490049527,7.583813016,7.669223433,7.746301867,7.814944543,7.875108709,7.926871318,7.970430896,8.006087288,8.034215636,8.055241673,8.069620917,8.077822268,8.080315639,8.077562958,8.070011849,8.058091371,8.042209328,8.022750726,8.000077081,7.974526335,7.946413213,7.916029873
9/27/94,5.849580429,6.422482236,6.770380402,6.999077153,7.1654344,7.299082708,7.414770354,7.519317893,7.615482276,7.704064108,7.785026219,7.858063351,7.922872839,7.979266787,8.027203695,8.066781961,8.098217734,8.121818527,8.137957985,8.14705402,8.149550913,8.14590521,8.136574941,8.122011601,8.102654341,8.078925913,8.051229959,8.01994934,7.985445234,7.948056826
9/28/94,5.829349261,6.415619117,6.761558252,6.984744175,7.146332526,7.277000388,7.391297007,7.495491693,7.591798788,7.6806021,7.761587737,7.834290984,7.898335908,7.953519444,7.999821136,8.037380989,8.066466742,8.087440705,8.100730396,8.106804333,8.106152952,8.09927403,8.086661875,8.068799515,8.046153228,8.019168875,7.988269605,7.953854563,7.916298368,7.875951138
9/29/94,5.904216219,6.496988438,6.842469608,7.061732691,7.217962101,7.342969049,7.451901293,7.551312984,7.6435248,7.728929381,7.8071718,7.87772381,7.940138699,7.994143451,8.039652465,8.076747032,8.105643008,8.12665738,8.140178362,8.146640534,8.146505094,8.140244686,8.128332028,8.111231623,8.08939388,8.063251083,8.033214788,7.999674273,7.962995782,7.923522361
9/30/94,5.910917644,6.511855453,6.853535127,7.064818012,7.212404144,7.329540987,7.431840942,7.525897835,7.613908096,7.69609476,7.771937394,7.840763593,7.902007013,7.955297271,8.000469838,8.037541724,8.066675956,8.088145627,8.102302086,8.109548644,8.110319765,8.105065089,8.094237453,8.078284129,8.057640567,8.032726062,8.003940901,7.971664601,7.936254978,7.898047818
10/3/94,5.960526045,6.577243488,6.92560773,7.13415596,7.272575955,7.377413071,7.46686936,7.549242924,7.62768005,7.702804947,7.774139176,7.840839469,7.902058183,7.957099894,8.005471834,8.046882297,8.081216279,8.108503621,8.128887174,8.142594296,8.149912827,8.151171565,8.146724825,8.136940472,8.122190791,8.10284567,8.079267573,8.05180795,8.020804727,7.986580654
10/4/94,5.993821328,6.59596442,6.939645682,7.150052232,7.294063976,7.406146726,7.503088184,7.592297405,7.676413886,7.755817578,7.829957333,7.898023569,7.959264035,8.013110815,8.059211833,8.097417595,8.127749993,8.150366719,8.165527671,8.173565902,8.174863742,8.169833832,8.158904423,8.142508239,8.121074189,8.095021353,8.06475472,8.030662293,7.993113224,7.952456739
10/5/94,6.033516916,6.634503725,6.983355715,7.20064096,7.351196453,7.468711643,7.569789995,7.661910194,7.747871963,7.828231847,7.902601397,7.97031026,8.03072143,8.083361132,8.12795405,8.164413557,8.192813417,8.213354499,8.226332931,8.232112377,8.231101161,8.223734072,8.210458256,8.191722543,8.167969547,8.139629954,8.107118526,8.070831429,8.031144557,7.988412629
10/6/94,6.04386569,6.638889407,6.987089181,7.20478155,7.355331888,7.472156872,7.572031048,7.662710225,7.747242865,7.826365466,7.899800073,7.966930629,8.02713399,8.079923645,8.124995594,8.162226183,8.19164891,8.213424373,8.227810364,8.235135185,8.235775245,8.230136976,8.218642631,8.201719399,8.17979123,8.153272842,8.122565438,8.088053761,8.050104176,8.009063532
10/11/94,5.965818093,6.544212232,6.878908273,7.085842539,7.228385231,7.339931384,7.437100239,7.527370366,7.61343749,7.695656436,7.773373922,7.845627461,7.911488363,7.970209863,8.021272551,8.064378924,8.099425548,8.126467915,8.145685541,8.157350696,8.161801948,8.159422596,8.150623529,8.135829886,8.115470877,8.089972127,8.059750063,8.025207871,7.986732707,7.944693851
10/12/94,5.996670457,6.588643306,6.924946157,7.129789407,7.269854934,7.379566396,7.475617993,7.565238431,7.650824001,7.732484276,7.809400445,7.880517774,7.944871998,8.001720157,8.05057154,8.091171351,8.123465259,8.147559222,8.163681484,8.17214952,8.173342705,8.167680427,8.155604984,8.137568488,8.114023019,8.085413368,8.052171804,8.01471442,7.973438689,7.928721947
10/13/94,5.963218199,6.552898161,6.885838043,7.087856534,7.22600024,7.334573957,7.430016689,7.519309366,7.604655957,7.686035501,7.762551087,7.833109132,7.896733527,7.952686738,8.000493623,8.039920185,8.070934889,8.093666486,8.108364817,8.115367141,8.115070525,8.107909899,8.094341019,8.074827513,8.049831198,8.019805001,7.985187905,7.946401461,7.903847496,7.857906729
10/14/94,5.920905524,6.505744451,6.83835908,7.043562248,7.18693445,7.301526479,7.402906499,7.497541243,7.587390931,7.672372497,7.751636701,7.824195779,7.88920348,7.946055252,7.994400338,8.034114821,8.065260928,8.088044994,8.102779521,8.109851274,8.109695546,8.102776035,8.089569454,8.070554005,8.046200921,8.016968417,7.983297479,7.945609079,7.904302452,7.859754185
10/17/94,5.935524003,6.519495145,6.850017312,7.055899893,7.202058237,7.319929395,7.423793758,7.51942678,7.608607252,7.691408885,7.767321528,7.835765848,7.896302097,7.948691035,7.992888438,8.029013914,8.057313478,8.07812438,8.091845343,8.098912777,8.099782475,8.094915932,8.084770366,8.06979163,8.050409336,8.027033652,8.000053337,7.969834699,7.936721228,7.901033708
10/18/94,5.939688898,6.524763108,6.856561374,7.063196552,7.209625129,7.327524305,7.431408962,7.527222968,7.616843763,7.700388461,7.777352251,7.847137492,7.90927305,7.963482326,8.009682256,8.047954788,8.078510905,8.101656138,8.117761023,8.127237269,8.130519265,8.128050138,8.120271485,8.107616008,8.090502359,8.06933169,8.044485451,8.016324152,7.985186796,7.951390836
10/19/94,5.990326199,6.588768212,6.914476796,7.114496576,7.257874252,7.375613792,7.480633242,7.577590764,7.667622869,7.750557708,7.825896252,7.893207052,7.952252624,8.003001028,8.045594576,8.080307789,8.107507699,8.127620891,8.141107879,8.148444017,8.150105696,8.146560641,8.138261308,8.125640557,8.109109002,8.089053566,8.065836902,8.039797426,8.011249778,7.98048557
10/20/94,6.103403196,6.692651192,7.015985099,7.22902872,7.387372333,7.513802889,7.61904048,7.708805489,7.786498996,7.854332549,7.913852776,7.966206487,8.012284615,8.052805278,8.088364286,8.119467261,8.146550915,8.169997658,8.190145957,8.207297912,8.221724947,8.233672202,8.243361987,8.250996572,8.256760471,8.260822349,8.263336633,8.264444904,8.26427709,8.262952522
10/21/94,6.123574781,6.706910695,7.021412926,7.22848536,7.382995447,7.506806928,7.61008749,7.698257432,7.774554516,7.841099577,7.89938819,7.950538581,7.995426243,8.03476172,8.069137993,8.099060715,8.124968305,8.147245808,8.16623478,8.182240554,8.195537736,8.206374474,8.21497584,8.221546582,8.226273387,8.229326787,8.23086278,8.231024227,8.229942069,8.227736402
10/24/94,6.17135225,6.757552607,7.080321394,7.28953254,7.442063194,7.562062819,7.661036363,7.745095343,7.81781587,7.881470652,7.937607462,7.987342604,8.031520205,8.070803841,8.105731948,8.136752794,8.164247414,8.188545164,8.209934587,8.228671231,8.244983403,8.259076518,8.271136451,8.281332179,8.289817891,8.296734719,8.302212164,8.306369303,8.309315805,8.311152818
10/25/94,6.182680746,6.769578202,7.095720691,7.307635045,7.461917813,7.582903267,7.682282539,7.76630206,7.838633341,7.901619106,7.956860943,8.005518161,8.048470264,8.08641054,8.11990272,8.149416812,8.175352647,8.198055878,8.21782921,8.234940487,8.249628684,8.262108444,8.272573599,8.281199949,8.288147503,8.293562314,8.297578006,8.300317065,8.301891936,8.302405973
10/26/94,6.199664568,6.778193457,7.093778315,7.304012637,7.461975799,7.588803291,7.694396212,7.784105777,7.861186622,7.92781385,7.985552411,8.03559428,8.078887752,8.116212564,8.148226024,8.175492735,8.198504598,8.217694799,8.233447956,8.246107705,8.25598255,8.263350482,8.268462713,8.27154676,8.272809025,8.272436999,8.270601152,8.267456591,8.263144503,8.257793446
10/27/94,6.177349597,6.770541477,7.095090274,7.308418979,7.46625875,7.591400315,7.694608676,7.781681148,7.856108299,7.920192383,7.975566505,8.023457344,8.064828246,8.100462189,8.131012547,8.157035656,8.179012598,8.197364346,8.212462646,8.224638103,8.234186342,8.241372842,8.246436799,8.249594291,8.2510409,8.250953933,8.249494321,8.246808257,8.243028629,8.238276284
10/28/94,6.142599651,6.72631959,7.03905976,7.24679191,7.402643857,7.527294297,7.630410459,7.717269141,7.791129274,7.854205439,7.908116054,7.954110254,7.993192122,8.026193389,8.05381848,8.076673874,8.095288136,8.11012614,8.121599551,8.130074799,8.135879327,8.139306599,8.140620212,8.140057331,8.137831591,8.134135602,8.129143108,8.123010892,8.115880441,8.107879431
10/31/94,6.122855744,6.723900961,7.047562006,7.255546186,7.406458298,7.524508462,7.621106279,7.702322013,7.771741704,7.831676644,7.88372639,7.929063546,7.968588416,8.003018226,8.032941336,8.058851692,8.081171611,8.100267389,8.116460358,8.130034932,8.141244648,8.150316788,8.157456017,8.162847293,8.166658244,8.16904114,8.170134549,8.170064755,8.168946972,8.166886407
11/1/94,6.197580568,6.816400504,7.14827679,7.359100528,7.510254489,7.627388122,7.722625055,7.802391849,7.870453769,7.929210593,7.98030198,8.024913959,8.063945288,8.098103243,8.127961659,8.15399768,8.176615936,8.196165011,8.212949017,8.227235961,8.239263947,8.249245901,8.257373229,8.263818724,8.268738912,8.272275974,8.274559355,8.275707115,8.275827086,8.275017877
11/2/94,6.240928452,6.863409379,7.192454128,7.400751349,7.550136813,7.665942399,7.76003643,7.838702781,7.905635677,7.963203386,8.013035261,8.056318331,8.093958266,8.126672159,8.155044865,8.179564751,8.200647314,8.218651331,8.233890265,8.246640558,8.257147822,8.265631577,8.272288957,8.277297664,8.280818376,8.282996734,8.283965007,8.283843503,8.282741793,8.280759754
11/3/94,6.252503001,6.880587988,7.212989581,7.420533756,7.56706914,7.679386526,7.770124451,7.845932254,7.910658552,7.966717861,8.015730135,8.058844565,8.096915073,8.130601123,8.160428571,8.186827988,8.210159714,8.230730782,8.248806688,8.264619806,8.278375543,8.290256953,8.300428263,8.309037617,8.316219263,8.322095307,8.326777158,8.330366725,8.332957423,8.334635029
11/4/94,6.341197235,6.966132887,7.293290459,7.497303369,7.641619611,7.752405431,7.84191029,7.91657466,7.980140824,8.034972226,8.082667595,8.12437122,8.160941079,8.193045506,8.221221629,8.245912283,8.267490211,8.286274481,8.302541962,8.316535576,8.328470378,8.338538138,8.346910884,8.353743674,8.359176825,8.363337721,8.366342314,8.368296373,8.36929655,8.369431294
11/7/94,6.363969953,6.974683878,7.301023285,7.506211186,7.651565886,7.762950989,7.852642727,7.92715024,7.990277874,8.044440093,8.091277694,8.131970253,8.167405792,8.198278467,8.225147748,8.248475853,8.26865236,8.286010955,8.30084118,8.313396906,8.323902617,8.332558161,8.339542443,8.345016328,8.349124995,8.351999847,8.353760104,8.354514144,8.354360642,8.35338955
